CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited,France,Germany,Spain,Female,Male,No_Card,Yes_Card,Not_Member,Member
-0.32216384987122354,0.29315099218659924,-1.175645644172052,-1.2425922628038701,-0.9366562785876201,0.029686183765626952,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.4361068368551543,0.1981202755557557,-1.5394499417815932,0.11278243741333709,-0.9366562785876201,0.22452334814399438,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.5341028932457594,0.29315099218659924,1.0071801414851964,1.3395069452708792,2.690964105466939,0.2487000612013311,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.5065124191028181,0.008058842294068624,-1.5394499417815932,-1.2425922628038701,0.8771539134396594,-0.10124584583541425,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.0706388767913215,0.3881817088174428,-1.175645644172052,0.7872196191785104,-0.9366562785876201,-0.3578538254099083,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.052844062454660015,0.4832124254482863,1.0071801414851964,0.5971123450392913,0.8771539134396594,0.8722712388332156,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1.780602182650407,1.0533967252333476,0.6433758438756549,-1.2425922628038701,0.8771539134396594,-1.5592362435297986,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.5444613466079349,0.4832124254482863,-0.44803704895296914,1.054715250080763,0.8771539134396594,-0.4299771871507272,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.3511356186701853,-1.1323097572760539,-1.175645644172052,0.9342762731911182,-0.9366562785876201,-0.48593336526240116,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.2647831058291958,-0.7521868907526796,0.2795715462661136,0.40726350594076516,0.8771539134396594,-0.33875913231769084,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.585895160056637,-1.4174019071685844,-0.8118413465625105,-1.2425922628038701,0.8771539134396594,-0.4047470650161259,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.803422680662323,-0.46709474086014907,1.7347887367042791,-1.2425922628038701,0.8771539134396594,-1.277291269187947,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.04725558522351,-1.3223711905377409,-0.08423275134342778,-1.2425922628038701,0.8771539134396594,1.587675250025979,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.1564285960764152,-0.3720640242293055,0.6433758438756549,-1.2425922628038701,0.8771539134396594,-0.58643680684953,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.3532392099577501,0.5782431420791299,-0.8118413465625105,1.072154601881802,0.8771539134396594,-0.6147108843613961,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.030023564442744146,1.8136424582800958,-1.5394499417815932,0.9019152896851006,-0.9366562785876201,-1.6456591287214657,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.04725558522351,-1.4174019071685844,1.3709844390947377,-1.2425922628038701,0.8771539134396594,-1.4836315144799295,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.6536343574608402,0.5782431420791299,0.2795715462661136,0.32590514706326,-0.9366562785876201,1.0276734460825168,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.7861906598815571,-1.4174019071685844,0.2795715462661136,-1.2425922628038701,0.8771539134396594,-0.7818643816029937,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.8483413800546102,0.1981202755557557,1.0071801414851964,-1.2425922628038701,0.8771539134396594,1.2400499064092758,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-0.1460701427142397,-0.6571561741218361,1.0071801414851964,-1.2425922628038701,0.8771539134396594,0.6773026594096837,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.4512352663483552,-0.08697187433677492,-0.44803704895296914,-1.2425922628038701,-0.9366562785876201,0.335415888804934,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0.19575881823755248,0.6732738587099734,-0.8118413465625105,-1.2425922628038701,0.8771539134396594,-1.586651510667041,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2.0292050633426197,-0.08697187433677492,-0.08423275134342778,-1.2425922628038701,-0.9366562785876201,1.531251547660912,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.8193696112556486,0.4832124254482863,1.3709844390947377,-1.2425922628038701,0.8771539134396594,-1.0654194078226873,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.788294251169122,0.3881817088174428,-0.8118413465625105,1.0433680434504968,-0.9366562785876201,0.009470024268118783,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.6122005440121381,0.008058842294068624,-0.8118413465625105,-1.2425922628038701,2.690964105466939,0.7106162863290265,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.2129908390183184,-0.277033307598462,0.6433758438756549,0.13710314777600044,-0.9366562785876201,0.9936813345988686,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.005821771774808,0.1981202755557557,1.3709844390947377,0.5381923902424578,0.8771539134396594,-0.30886107815498515,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.3476507327266,0.29315099218659924,0.2795715462661136,-1.2425922628038701,0.8771539134396594,-1.1354401288408758,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0.744756846432855,-0.9422483240143668,1.3709844390947377,-1.2425922628038701,0.8771539134396594,0.7378338216897035,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.6584043335918657,-0.7521868907526796,-0.8118413465625105,0.32590514706326,-0.9366562785876201,0.2510533478379173,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
